SUE,SUE_traditional,Coordination_Index,coord_queries,Human_Minutes,Requests_Total,Requests_Denied,Blocking_Prob,Mean_Quality,Total_Active_Users,Correct_SUE,Num_Interfering_Assignments,Interference_Rate,architecture_id,coordination_mode,licensing_mode,freq_plan,interference_mitigation,sensing_mode,pricing_mode,enforcement_mode,priority_mode
0.00001593,0.25653689,13478404.30000000,43.00000000,13478400.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,No Cost,Active,Co-Primary
0.00000185,0.10442963,6739200.50000000,5.00000000,6739200.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,No Cost,Active,Exclusive
0.00001222,0.26417876,5054404.60000000,46.00000000,5054400.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Power Control,Database Only,No Cost,Passive,Hierarchical
0.00001593,0.25653689,6739204.30000000,43.00000000,6739200.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,No Cost,Passive,Co-Primary
0.00000185,0.10442963,3369600.50000000,5.00000000,3369600.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,No Cost,Passive,Exclusive
0.00001074,0.19444852,8359203.90000000,39.00000000,8359200.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Active,Hierarchical
0.00001444,0.18457234,11145603.90000000,39.00000000,11145600.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Active,Co-Primary
0.00000333,0.08642252,5572800.90000000,9.00000000,5572800.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Active,Exclusive
0.00001074,0.19444852,4179603.90000000,39.00000000,4179600.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Passive,Hierarchical
0.00001444,0.18457234,5572803.90000000,39.00000000,5572800.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Passive,Co-Primary
0.00000333,0.08642252,2786400.90000000,9.00000000,2786400.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,Usage Based,Passive,Exclusive
0.00001148,0.24826919,7970404.10000000,41.00000000,7970400.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Active,Hierarchical
0.00001519,0.23523433,10627204.10000000,41.00000000,10627200.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Active,Co-Primary
0.00000333,0.06688296,5313600.90000000,9.00000000,5313600.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Active,Exclusive
0.00001148,0.24826919,3985204.10000000,41.00000000,3985200.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Passive,Hierarchical
0.00001519,0.23523433,5313604.10000000,41.00000000,5313600.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Passive,Co-Primary
0.00000333,0.06688296,2656800.90000000,9.00000000,2656800.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Power Control, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Power Control,Database Only,Auction Based,Passive,Exclusive
0.00001222,0.26417876,7076164.60000000,46.00000000,7076160.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Active,Hierarchical
0.00001593,0.25653689,9434884.30000000,43.00000000,9434880.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Active,Co-Primary
0.00000185,0.10442963,4717440.50000000,5.00000000,4717440.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Active,Exclusive
0.00001222,0.26417876,3538084.60000000,46.00000000,3538080.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Passive,Hierarchical
0.00001593,0.25653689,4717444.30000000,43.00000000,4717440.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Passive,Co-Primary
0.00000185,0.10442963,2358720.50000000,5.00000000,2358720.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,No Cost,Passive,Exclusive
0.00001074,0.19444852,5851443.90000000,39.00000000,5851440.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Active,Hierarchical
0.00001444,0.18457234,7801923.90000000,39.00000000,7801920.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Active,Co-Primary
0.00000333,0.08642252,3900960.90000000,9.00000000,3900960.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Active,Exclusive
0.00001074,0.19444852,2925723.90000000,39.00000000,2925720.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Passive,Hierarchical
0.00001444,0.18457234,3900963.90000000,39.00000000,3900960.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Passive,Co-Primary
0.00000333,0.08642252,1950480.90000000,9.00000000,1950480.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Usage Based,Passive,Exclusive
0.00001148,0.24826919,5579284.10000000,41.00000000,5579280.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Active,Hierarchical
0.00001519,0.23523433,7439044.10000000,41.00000000,7439040.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Active,Co-Primary
0.00000333,0.06688296,3719520.90000000,9.00000000,3719520.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Active,Exclusive
0.00001148,0.24826919,2789644.10000000,41.00000000,2789640.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Passive,Hierarchical
0.00001519,0.23523433,3719524.10000000,41.00000000,3719520.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Passive,Co-Primary
0.00000333,0.06688296,1859760.90000000,9.00000000,1859760.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Device Based,Auction Based,Passive,Exclusive
0.00001222,0.26417876,8087044.60000000,46.00000000,8087040.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Active,Hierarchical
0.00001593,0.25653689,10782724.30000000,43.00000000,10782720.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Active,Co-Primary
0.00000185,0.10442963,5391360.50000000,5.00000000,5391360.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Active,Exclusive
0.00001222,0.26417876,4043524.60000000,46.00000000,4043520.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Passive,Hierarchical
0.00001593,0.25653689,5391364.30000000,43.00000000,5391360.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Passive,Co-Primary
0.00000185,0.10442963,2695680.50000000,5.00000000,2695680.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,No Cost,Passive,Exclusive
0.00001074,0.19444852,6687363.90000000,39.00000000,6687360.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Active,Hierarchical
0.00001444,0.18457234,8916483.90000000,39.00000000,8916480.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Active,Co-Primary
0.00000333,0.08642252,4458240.90000000,9.00000000,4458240.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Active,Exclusive
0.00001074,0.19444852,3343683.90000000,39.00000000,3343680.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Passive,Hierarchical
0.00001444,0.18457234,4458243.90000000,39.00000000,4458240.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Passive,Co-Primary
0.00000333,0.08642252,2229120.90000000,9.00000000,2229120.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Usage Based,Passive,Exclusive
0.00001148,0.24826919,6376324.10000000,41.00000000,6376320.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Active,Hierarchical
0.00001519,0.23523433,8501764.10000000,41.00000000,8501760.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Active,Co-Primary
0.00000333,0.06688296,4250880.90000000,9.00000000,4250880.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Active,Exclusive
0.00001148,0.24826919,3188164.10000000,41.00000000,3188160.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Passive,Hierarchical
0.00001519,0.23523433,4250884.10000000,41.00000000,4250880.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Passive,Co-Primary
0.00000333,0.06688296,2125440.90000000,9.00000000,2125440.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Infrastructure Sensors,Auction Based,Passive,Exclusive
0.00001222,0.26417876,10108804.60000000,46.00000000,10108800.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Active,Hierarchical
0.00001593,0.25653689,13478404.30000000,43.00000000,13478400.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Active,Co-Primary
0.00000185,0.10442963,6739200.50000000,5.00000000,6739200.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Active,Exclusive
0.00001222,0.26417876,5054404.60000000,46.00000000,5054400.00000000,52,6,0.11538462,0.75253294,33,0.33268148,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Passive,Hierarchical
0.00001593,0.25653689,6739204.30000000,43.00000000,6739200.00000000,52,9,0.17307692,0.60778314,43,0.37934815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Passive,Co-Primary
0.00000185,0.10442963,3369600.50000000,5.00000000,3369600.00000000,52,47,0.90384615,1.00000000,5,0.10442963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Database Only,No Cost,Passive,Exclusive
0.00001074,0.19444852,8359203.90000000,39.00000000,8359200.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Active,Hierarchical
0.00001444,0.18457234,11145603.90000000,39.00000000,11145600.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Active,Co-Primary
0.00000333,0.08642252,5572800.90000000,9.00000000,5572800.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Active,Exclusive
0.00001074,0.19444852,4179603.90000000,39.00000000,4179600.00000000,43,4,0.09302326,0.83514468,29,0.23172593,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Passive,Hierarchical
0.00001444,0.18457234,5572803.90000000,39.00000000,5572800.00000000,43,4,0.09302326,0.66972871,39,0.27268889,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Passive,Co-Primary
0.00000333,0.08642252,2786400.90000000,9.00000000,2786400.00000000,43,34,0.79069767,0.87666667,9,0.09945185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Usage Based,Passive,Exclusive
0.00001148,0.24826919,7970404.10000000,41.00000000,7970400.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Auction Based,Active,Hierarchical
0.00001519,0.23523433,10627204.10000000,41.00000000,10627200.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Auction Based,Active,Co-Primary
0.00000333,0.06688296,5313600.90000000,9.00000000,5313600.00000000,41,32,0.78048780,0.86666667,9,0.08382963,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Auction Based,Active,Exclusive
0.00001148,0.24826919,3985204.10000000,41.00000000,3985200.00000000,41,0,0.00000000,0.88290323,31,0.29414074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Auction Based,Passive,Hierarchical
0.00001519,0.23523433,5313604.10000000,41.00000000,5313600.00000000,41,0,0.00000000,0.71788293,41,0.35296296,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Sub Channels, int_mitg=Beamforming, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Sub Channels,Beamforming,Database Only,Auction Based,Passive,Co-Primary
