SUE,Coordination_Cost,Human_Minutes,Requests_Total,Requests_Denied,Blocking_Prob,Mean_Quality,Total_Active_Users,Correct_SUE,Num_Interfering_Assignments,Interference_Rate,architecture_id,coordination_mode,licensing_mode,freq_plan,interference_mitigation,sensing_mode,pricing_mode,enforcement_mode,priority_mode
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Device Based,No Cost,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Device Based,Usage Based,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Device Based,Auction Based,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,No Cost,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Usage Based,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Infrastructure Sensors,Auction Based,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=No Cost, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,No Cost,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Usage Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,Usage Based,Passive,Exclusive
0.16549083,78019202.26000001,78019200.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Active,Hierarchical
0.04872085,104025602.23999999,104025600.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Active,Co-Primary
0.10221076,52012801.87000000,52012800.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Active, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Active,Exclusive
0.16549083,39009602.26000000,39009600.00000000,301,75,0.24916944,0.24511273,80,0.59284074,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Passive,Hierarchical
0.04872085,52012802.24000000,52012800.00000000,301,77,0.25581395,0.01320229,224,1.49644815,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Passive,Co-Primary
0.10221076,26006401.87000000,26006400.00000000,301,114,0.37873754,0.08165709,187,1.08721111,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Manual, freq=Freq Slicing, int_mitg=Combination, sensing=Database Only, pricing=Auction Based, enforce=Passive, prio=Exclusive>",Centralized,Manual,Freq Slicing,Combination,Database Only,Auction Based,Passive,Exclusive
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,No Cost,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,No Cost,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,No Cost,Passive,Hierarchical
0.85007407,120.27000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,No Cost,Passive,Co-Primary
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Usage Based,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Usage Based,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Usage Based,Passive,Hierarchical
0.85007407,120.27000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Usage Based,Passive,Co-Primary
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Auction Based,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Auction Based,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Auction Based,Passive,Hierarchical
0.85007407,120.27000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Device Based, pricing=Auction Based, enforce=Passive, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Device Based,Auction Based,Passive,Co-Primary
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Passive,Hierarchical
0.85007407,120.27000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=No Cost, enforce=Passive, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,No Cost,Passive,Co-Primary
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Passive,Hierarchical
0.85007407,120.27000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Usage Based, enforce=Passive, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Usage Based,Passive,Co-Primary
0.79185185,160.96500000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Active,Hierarchical
0.85007407,240.54000000,0.00000000,360,333,0.92500000,1.00000000,27,0.85007407,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Active, prio=Co-Primary>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Active,Co-Primary
0.79185185,80.48250000,0.00000000,360,290,0.80555556,1.00000000,25,0.79185185,0,0.00000000,"<ArchitecturePolicy coord=Centralized, lic=Semi-Dynamic, freq=Large Blocks, int_mitg=No Mitigation, sensing=Infrastructure Sensors, pricing=Auction Based, enforce=Passive, prio=Hierarchical>",Centralized,Semi-Dynamic,Large Blocks,No Mitigation,Infrastructure Sensors,Auction Based,Passive,Hierarchical
